transaction_id,account_id,amount,amount_to_avg_ratio,is_foreign_location,is_new_device,hour_of_day,merchant_category,is_fraud_actual,fraud_type
b7cae200-b4fb-48c1-b57c-b6cf61658550,ACC89FB4304,66.63,0.67,0,0,21,entertainment,0,genuine
2fa5bb23-09b4-44f9-bfff-24ac7b04152a,ACC2C3FB42A,205.18,1.219,0,0,3,electronics,0,genuine
c71caf63-2b15-4619-b2c6-712d044eaa8c,ACC38C22FBD,224.89,1.262,0,0,10,restaurant,0,genuine
0eaf204d-d403-46dd-8a46-17d753b6b938,ACC5ECECCC8,20.06,1.183,0,0,5,travel,1,stealthy
f8cf6a32-f986-46bf-9d21-d61bf399f98b,ACC30BAEE93,44.67,0.806,0,0,16,restaurant,0,genuine
cd982bb2-2cec-4f24-88b7-bca97a57cad6,ACC065617EF,201.59,1.052,0,0,0,utilities,0,genuine
925d416c-a97a-49ad-ad21-75f38ddf54a2,ACC1584D2D9,198.27,1.214,0,0,17,travel,0,genuine
1314efd3-dcd1-4f68-89be-11170f80783b,ACC59EA8486,102.7,0.657,0,0,14,restaurant,0,genuine
499f6ab8-65ca-4bd4-93d6-a96409d096ec,ACCF524BA52,142.15,0.871,0,1,13,travel,1,new_device
f8246f03-4e62-4000-87ab-541745462934,ACC44706969,143.15,1.769,0,0,5,grocery,0,genuine
133127da-00a3-44d2-973e-182091969754,ACCAA36AA07,52.14,1.031,0,0,16,fuel,0,genuine
671d43a1-1efe-41eb-8bbc-b0540c2d5988,ACCC7CCB237,137.52,1.116,0,0,2,entertainment,0,genuine
e4f69bd6-ab98-474e-987e-0f75772db2b0,ACC7C611899,1819.53,10.407,0,0,7,electronics,1,huge_amount
de83dd1b-8ba7-4dfe-b8ee-2143541573c7,ACC5A2E3A6E,241.73,1.291,0,0,11,entertainment,0,genuine
dcec1f64-58c8-4c0e-b10e-7ff75e69c913,ACCAD8261D9,180.5,0.996,1,0,19,fuel,0,genuine
9d6902b1-f241-4ba3-b200-9f46e83a4457,ACC834F38DE,82.2,0.784,0,0,15,fuel,0,genuine
6c03b32c-2677-4a72-8c9c-396ee8fd87af,ACC2F2FD99E,728.72,10.855,0,0,4,electronics,1,huge_amount
652e699f-4326-49f0-9789-5bc750733982,ACCCFE42BC9,147.78,0.983,0,0,20,travel,0,genuine
5e277668-214a-4731-984a-a01aadcdc4f5,ACC52E63E8E,107.75,1.532,1,0,4,restaurant,0,genuine
008db856-1fd8-42cb-bfdb-e99f4ed55a9b,ACCFD91D323,48.46,0.518,0,0,9,travel,0,genuine
61d0a627-c6b9-44b7-abd3-84d63e9a9d64,ACC051D694E,109.25,1.499,0,0,17,electronics,0,genuine
a88dbd4c-614f-432d-9c1a-8836965aec57,ACCB6304D6D,168.26,1.056,0,1,17,entertainment,0,genuine
15b6b619-e7dc-4722-b9ed-c6e928e5eb89,ACC476E30AF,47.22,0.997,0,1,18,restaurant,1,new_device
300179f1-a499-4ae5-b3ef-dba443df93f8,ACC4FDDC2F7,150.18,0.98,0,0,6,fuel,0,genuine
8b03b202-291d-48cf-b209-3063dd416f09,ACC2C3FB42A,245.69,1.46,0,0,15,electronics,0,genuine
3e08cb0f-6a37-42ce-a6d8-fc4d99fecef9,ACCE6F8D6D0,285.89,1.436,0,0,20,restaurant,0,genuine
bcec7066-6aa8-412e-b974-f7fc6f519d94,ACCBB625750,150.93,1.055,0,0,14,electronics,0,genuine
3061e852-b8a3-4d57-8c68-54244a23c890,ACCF7367AA9,79.08,1.168,1,0,4,entertainment,1,foreign_location
aff7be85-16aa-485d-ac51-8fcc4a3b51c8,ACC49711EE2,178.54,0.975,0,0,21,restaurant,0,genuine
684041d1-01c9-478e-b4e2-718b32e8cbcc,ACCA1AE10E7,38.53,1.272,0,0,1,utilities,0,genuine
489131bf-965c-45b0-9481-1996cb9a6dda,ACCE3BC14DF,204.24,1.262,0,0,7,electronics,0,genuine
25b51d1c-7a8b-4d2b-a24b-994abab2c7b5,ACC5A2E3A6E,231.94,1.239,0,0,1,entertainment,0,genuine
02e3b8c7-5b37-42e7-81c0-d8fd74682974,ACCAF841035,77.17,0.436,0,0,8,utilities,0,genuine
0da43db2-b940-4308-9d6e-12651e9922c6,ACC0F82A889,91.56,0.622,0,0,13,online_retail,0,genuine
b04c8a64-46c7-4294-aea7-9fa3c3b92d03,ACC15045FED,93.25,0.47,0,0,8,grocery,1,stealthy
90d77731-c75b-4b66-b93d-deee0a488690,ACC72FC33FB,147.1,1.105,1,0,22,grocery,0,genuine
778ea8e0-6c92-4441-884f-0212f1608357,ACC0DB3A99A,69.77,0.762,0,0,20,electronics,0,genuine
af945071-a947-4f66-81fc-cc82c4697e11,ACC360FB49F,52.04,1.378,0,1,12,travel,0,genuine
3485efd5-fcb7-47d1-8e36-d947dab6d477,ACCE549AC1F,41.5,0.679,0,0,7,utilities,0,genuine
f358f052-bb97-4fd6-b0f8-f11ad714fab2,ACC71F2BF15,318.66,3.39,0,0,20,utilities,0,genuine
5ed19ed8-b737-45d6-8352-e35d5f07810e,ACCFABA81CE,313.8,1.593,0,0,17,utilities,0,genuine
cdfea540-d8bc-4bfe-a47e-81c20281ae07,ACCAD413A31,114.48,0.669,0,1,21,entertainment,0,genuine
19408b72-e6bb-41eb-80d6-b656b5362365,ACC8348C5C8,29.49,0.941,0,0,14,restaurant,0,genuine
188c7b3b-6002-451e-8c86-547d464291d2,ACC8CA0E9D4,63.01,0.658,0,0,19,electronics,0,genuine
41f52789-4d86-4648-a716-3e5354f0cf32,ACC4868BBD3,123.79,0.654,0,0,17,entertainment,0,genuine
acd32b8c-6081-4bf3-bb16-d0ca9f1c60d4,ACCB5426310,92.79,1.275,0,0,2,online_retail,0,genuine
16929ae2-c55a-4f1c-84d3-5317852d80a1,ACC55972CEC,214.52,1.372,0,0,22,travel,0,genuine
63999832-ba96-4edd-9a8f-df2bfbe316ef,ACC0ED0AD12,83.42,0.852,0,0,10,electronics,0,genuine
1bdde590-3a3d-401a-b50f-6c16747533c7,ACC1F9C12DE,82.81,0.609,0,0,10,electronics,0,genuine
f84d4b0b-e092-4c94-adbf-bf66d202c13d,ACC468A30E3,112.37,1.037,0,0,0,restaurant,0,genuine
a0e94f5a-b05c-4dc4-aa25-7164524e4f5b,ACC145D3692,61.63,0.469,0,0,13,electronics,0,genuine
742152da-6669-496c-a82b-7ec6772bf090,ACC59EA8486,151.7,0.971,1,0,18,electronics,1,foreign_location
ce3b3255-6460-4763-83d5-e4c4fc0b7266,ACCE7526B0F,199.16,1.331,0,0,21,entertainment,0,genuine
1ee5051d-09cd-486f-9e28-66168da8cbd9,ACC5E53E80D,41.06,0.459,0,0,22,utilities,0,genuine
cde0d56b-bf51-4812-9332-5a8b4654f5ca,ACCBB625750,219.19,1.532,1,0,19,travel,0,genuine
632f71f5-47e5-4d9a-93dd-cdc0358e5406,ACC4FDDC2F7,91.0,0.594,0,0,19,travel,0,genuine
fc0e3d0f-fa18-43f5-a2c2-ea660f28316b,ACC8CF8E85D,85.9,0.902,0,0,15,restaurant,0,genuine
c18fd44c-8e3c-4b76-be35-9393f948dd52,ACCD99DF024,180.01,1.107,0,0,10,grocery,0,genuine
8d655adb-49b1-4e0f-aabd-8ed61f4aa017,ACCBBEDED04,16.93,0.955,0,0,23,fuel,0,genuine
e608bc8a-f6ac-4024-a1a7-6a8e1ddb93ba,ACC5A2D2562,38.43,1.301,0,0,20,grocery,0,genuine
5592b772-3cc4-46b3-a68e-7314f5145e7e,ACC30BAEE93,61.1,1.102,0,0,23,entertainment,0,genuine
2a13d26b-5d9c-46cd-a170-b916962d312c,ACC5E8DD908,121.72,0.729,0,0,3,grocery,0,genuine
9138b743-53ac-4f06-af11-6921f73cc722,ACC5E8DD908,1,0.006,0,0,13,restaurant,0,genuine
7379e394-bc5a-407f-9664-5a80537b8cd8,ACCBBEDED04,17.3,0.976,0,0,19,electronics,0,genuine
049c0d86-c68d-4e61-9bc3-7d9de1eb8e83,ACC592716F0,79.17,1.336,0,1,15,utilities,0,genuine
63c7bd17-156f-482f-a241-695089158796,ACCAFE32BE6,170.31,0.972,0,0,7,grocery,0,genuine
26a16d21-15db-4aff-ab08-67dbd184dff0,ACC1FD41087,225.76,1.466,0,0,10,grocery,0,genuine
23e8af3c-97b0-4db0-a5e5-ab6c88162fd7,ACCBBEDED04,18.27,1.03,0,0,1,electronics,0,genuine
de330d04-f4af-4ddb-8a19-604e8a56c6a4,ACCD8D566E9,162.16,0.975,0,0,16,grocery,0,genuine
beceb0d4-956f-4420-9e93-5e7e3576c0c0,ACC37920886,59.46,0.532,0,0,7,travel,0,genuine
04f22d1c-a369-4317-b16c-e8874b27a16f,ACC18319CF0,67.59,1.13,0,1,1,fuel,0,genuine
90f1bc49-df82-4cd4-b5aa-00a1a532b3c0,ACC5E8DD908,219.87,1.316,0,0,21,travel,0,genuine
d1592361-2a70-4980-93f1-d315d87cfdd8,ACCB6304D6D,277.9,1.745,0,0,4,utilities,0,genuine
a9d85b23-b39b-4e9a-8dfe-bcce819d169a,ACCE7526B0F,185.47,1.239,0,0,9,electronics,0,genuine
e39bc799-449c-4a3a-ba2f-3a16bdb0c987,ACC1804DFBF,176.46,0.91,1,0,6,entertainment,0,genuine
1f47275a-ad0f-4c55-95a5-eb3572ba6fc4,ACC468A30E3,86.1,0.795,0,0,0,entertainment,0,genuine
e995b548-3c81-450a-bc58-50929661bcf3,ACC30D0A6A0,218.25,1.361,0,0,9,utilities,0,genuine
666e1815-8c3e-4cec-80a1-5bf28f10dfe3,ACCB7FD1801,113.75,0.974,0,0,13,fuel,0,genuine
c28efc61-ad4b-4452-870c-2b65ef6aa1c7,ACCC7379D88,94.25,0.908,0,0,15,grocery,0,genuine
371002f9-2107-4642-a818-70384d961deb,ACC81C97E10,87.25,4.3,0,0,1,travel,0,genuine
97588cdb-5abc-433a-ad22-db3d63e88689,ACC2227A7D6,124.29,0.913,1,0,2,travel,0,genuine
cacd6196-0f9b-4067-9f6a-e3786bf330d5,ACC5F0A2EFB,157.74,5.502,0,0,4,utilities,1,huge_amount
288aa10d-e9c1-408f-80b7-4dea2b16ff13,ACCF4D51612,161.45,1.206,0,0,13,fuel,0,genuine
b3800617-8411-4148-9b1a-cb5c01767aab,ACC16193C5E,102.34,0.966,0,0,5,fuel,0,genuine
3ca64e54-38ee-434a-be83-13f033d5cc07,ACC91469B41,59.38,3.017,0,1,8,fuel,0,genuine
36ea0bc8-6681-4dfd-8576-5f49ee7ae363,ACCDA024530,81.99,0.64,0,0,18,online_retail,0,genuine
992ff63a-c90a-4776-9053-f810b91eeed5,ACCE90CC233,46.01,1.104,0,0,19,grocery,0,genuine
157da272-d4bf-4e2d-8762-400385dcb166,ACC001030F5,141.57,0.759,0,0,20,travel,0,genuine
2a3f3238-452d-4862-8c16-778bc5ca4f3e,ACC49711EE2,190.0,1.037,0,0,9,travel,0,genuine
8e35c019-e4b5-4d03-b222-6d9e9907ed43,ACC4C275212,132.39,0.874,0,0,15,grocery,0,genuine
3d5768ac-a02e-4b8f-90cd-b3160fdc1898,ACCAF664302,38.71,1.014,0,0,1,online_retail,0,genuine
ab6f5fe3-3ddc-47b9-93d6-d51d655f6b5a,ACCEE57AC5C,131.44,1.074,0,1,7,electronics,0,genuine
17dd113b-9307-4215-8a10-8a9d13d3e191,ACC790525E5,94.86,0.703,0,0,5,grocery,0,genuine
3efc22e8-0e6c-418d-a8a2-0a55c1721835,ACC592716F0,13.82,0.233,0,0,7,restaurant,0,genuine
354f5422-dba0-45e5-b561-7061fa8970c0,ACC5A5853FB,256.25,1.322,0,0,21,restaurant,0,genuine
7827101b-838f-4d6b-8ce6-a1bbf75e795a,ACC9A66A456,597.11,3.852,0,0,16,electronics,0,genuine
5d25b158-16db-425a-9ffe-b771dfa5cf8e,ACCE6F8D6D0,180.87,0.908,0,1,4,grocery,1,new_device
de8431cb-7c73-4b2b-9cda-08b792f45108,ACCB8201BFE,84.72,0.81,1,0,20,fuel,1,foreign_location
fa4c54ff-81bf-4b8f-9296-e01e2d489333,ACCB7E41D27,109.77,1.216,0,0,8,entertainment,0,genuine
325accae-1f47-4747-906b-82c267554eda,ACC0FF13EC2,68.99,0.352,0,0,21,utilities,0,genuine
183ef58c-d509-4eb8-b64b-971b9ee4e335,ACC44476C30,162.76,1.179,0,0,20,grocery,0,genuine
a4336147-b6a7-40c0-a349-b8f5df7dc54c,ACCEAF23921,135.99,1.707,0,0,12,fuel,0,genuine
42ec21f2-20ed-4e35-85d7-2dda12bce8ab,ACC56C616C1,112.17,1.107,0,0,14,utilities,0,genuine
e73a25aa-3803-40b9-8fe2-f95ca8391dfd,ACC485CBED1,184.34,1.341,0,0,1,entertainment,0,genuine
4dee79da-be1f-42a9-9186-13a56b57d801,ACC98A8E15C,170.64,1.417,0,1,14,utilities,1,new_device
923513d6-701c-4401-816d-4319b44a38f3,ACC001030F5,176.28,0.945,0,0,7,travel,0,genuine
30254d9a-2944-484e-988a-c1948f9827d2,ACC6E29EDDC,107.82,0.9,0,0,1,entertainment,0,genuine
36f5a6dd-6d5f-415c-a80c-f266595704bf,ACC080F4BCF,83.85,0.793,0,0,18,fuel,0,genuine
80efd539-e45a-4777-8901-07151df21712,ACC3A1439DA,126.72,0.781,1,0,19,online_retail,0,genuine
8529997d-47a0-413c-ad88-436b28e2553b,ACC67FED836,32.01,0.84,0,0,22,travel,0,genuine
f4bc374d-caab-47c9-8d96-b7cbd23d5871,ACC2CED7AA4,99.73,0.735,0,0,7,fuel,0,genuine
6ae0f866-a930-4598-9416-0a008bcd561e,ACC159AEF91,131.15,0.763,0,0,13,fuel,0,genuine
c19246b4-2d35-49ec-93dd-fd168a9ed79b,ACCC1DD744F,64.13,1.126,0,0,11,travel,0,genuine
19a4482d-5775-461c-ab36-167236d1cf41,ACC1E39053B,141.12,1.426,0,0,14,online_retail,0,genuine
9ead50f2-022f-43d1-abe8-7b4db2cc49ce,ACC7D30696A,236.86,1.409,0,0,0,entertainment,0,genuine
daa446f0-12c5-4204-8066-35d82c8545d2,ACC9CC4C0D9,112.87,1.618,0,1,11,travel,1,new_device
b026ba3b-8979-4b4f-8649-59827ed7633b,ACC44476C30,87.8,0.636,0,0,20,online_retail,0,genuine
c189966a-e058-430e-b270-6a8e3a4bb097,ACC792E1021,225.51,1.201,0,0,8,travel,0,genuine
971c09ec-18a0-4024-8a20-4fbfd743c49b,ACC3A936184,135.76,0.905,0,0,22,utilities,0,genuine
d25eb7c9-fca6-4a2a-b3fc-c3c737cac5e0,ACCCB40A1BB,24.19,0.804,0,0,2,travel,0,genuine
969beece-c6d4-4e37-ac4e-e188e9755cfe,ACCEF39B188,157.01,1.356,0,0,14,entertainment,0,genuine
5c1b1a6a-5fee-476f-9246-5e784d0d7c70,ACC2C848FF5,87.6,0.756,0,0,19,restaurant,0,genuine
640eb634-e485-4f50-87a8-a752eb1c62e2,ACC02350C73,31.91,0.436,0,0,6,online_retail,0,genuine
76a9796f-70b6-4ec7-a7d0-869c782edead,ACCE90CC233,51.28,1.231,0,0,19,restaurant,0,genuine
822e52d7-c9f1-4b1f-9ce5-c03fc243d9e7,ACCE3367E61,197.03,1.205,0,0,1,travel,0,genuine
ca941cc4-0bee-431d-99a0-13e6435bdd91,ACC080F4BCF,151.48,1.433,0,0,21,online_retail,0,genuine
a8d2ac38-389c-4d72-bd56-81256fadd9f2,ACCF524BA52,147.22,0.903,0,0,11,travel,0,genuine
e5b39209-7f52-44b3-8b4a-6321f2e9d423,ACC4B968249,93.71,0.945,0,0,4,fuel,0,genuine
f08d26d3-d95e-4514-8066-e197a555e4f6,ACC146CFDB2,220.5,1.528,0,0,8,online_retail,0,genuine
93d2e6b0-e6fa-48c4-aaff-6ba5bfa6e5c4,ACCCF5314D2,132.72,0.799,0,0,15,utilities,0,genuine
7b63eaa4-2c25-41d7-9953-8374ecb3d694,ACC636C58BC,80.37,0.744,1,0,5,fuel,1,foreign_location
